37.7749,-122.4194
34.0522,-118.2437
40.7128,-74.0060
51.5074,-0.1278
48.8566,2.3522
35.682839,139.759455
41.9028,12.4964
25.276987,51.518377
55.7558,37.6176
31.5497,74.3436
45.5089,-73.5617
52.5200,13.4050
33.6844,73.0479
40.4168,-3.7038
1.3521,103.8198
48.8566,2.3522
37.7749,-122.4194
34.0522,-118.2437
40.7128,-74.0060
51.5074,-0.1278
48.8566,2.3522
35.682839,139.759455
41.9028,12.4964
25.276987,51.518377
55.7558,37.6176
31.5497,74.3436
45.5089,-73.5617
52.5200,13.4050
33.6844,73.0479
40.4168,-3.7038
1.3521,103.8198
48.8566,2.3522
37.7749,-122.4194
34.0522,-118.2437
40.7128,-74.0060
51.5074,-0.1278
48.8566,2.3522
35.682839,139.759455
41.9028,12.4964
25.276987,51.518377
55.7558,37.6176
31.5497,74.3436
45.5089,-73.5617
52.5200,13.4050
33.6844,73.0479
40.4168,-3.7038
1.3521,103.8198
48.8566,2.3522
21.3477,15.2222
24.3477,19.2222
